data_hora,lixo1,lixo2,user
,,,
20210505170000,-2.289.836.111,-4.309.041.667,348
20210505170500,-2.289.836.111,-4.309.041.667,283
20210505171000,-2.289.836.111,-4.309.041.667,270
20210505171500,-2.289.836.111,-4.309.041.667,273
20210505172000,-2.289.836.111,-4.309.041.667,313
20210505172500,-2.289.836.111,-4.309.041.667,287
20210505173000,-2.289.836.111,-4.309.041.667,288
20210505173500,-2.289.836.111,-4.309.041.667,220
20210505174000,-2.289.836.111,-4.309.041.667,241
20210505174500,-2.289.836.111,-4.309.041.667,288
20210505175000,-2.289.836.111,-4.309.041.667,287
20210505175500,-2.289.836.111,-4.309.041.667,297
,,,
20210505180000,-2.289.836.111,-4.309.041.667,337
20210505180500,-2.289.836.111,-4.309.041.667,347
20210505181000,-2.289.836.111,-4.309.041.667,322
20210505181500,-2.289.836.111,-4.309.041.667,318
20210505182000,-2.289.836.111,-4.309.041.667,321
20210505182500,-2.289.836.111,-4.309.041.667,359
20210505183000,-2.289.836.111,-4.309.041.667,323
20210505183500,-2.289.836.111,-4.309.041.667,270
20210505184000,-2.289.836.111,-4.309.041.667,265
20210505184500,-2.289.836.111,-4.309.041.667,311
20210505185000,-2.289.836.111,-4.309.041.667,343
20210505185500,-2.289.836.111,-4.309.041.667,343
,,,
20210505190000,-2.289.836.111,-4.309.041.667,305
20210505190500,-2.289.836.111,-4.309.041.667,295
20210505191000,-2.289.836.111,-4.309.041.667,258
20210505191500,-2.289.836.111,-4.309.041.667,298
20210505192000,-2.289.836.111,-4.309.041.667,313
20210505192500,-2.289.836.111,-4.309.041.667,285
20210505193000,-2.289.836.111,-4.309.041.667,282
20210505193500,-2.289.836.111,-4.309.041.667,234
20210505194000,-2.289.836.111,-4.309.041.667,283
20210505194500,-2.289.836.111,-4.309.041.667,299
20210505195000,-2.289.836.111,-4.309.041.667,301
20210505195500,-2.289.836.111,-4.309.041.667,234
,,,
20210505200000,-2.289.836.111,-4.309.041.667,270
20210505200500,-2.289.836.111,-4.309.041.667,283
20210505201000,-2.289.836.111,-4.309.041.667,285
20210505201500,-2.289.836.111,-4.309.041.667,258
20210505202000,-2.289.836.111,-4.309.041.667,252
20210505202500,-2.289.836.111,-4.309.041.667,232
20210505203000,-2.289.836.111,-4.309.041.667,323
20210505203500,-2.289.836.111,-4.309.041.667,264
20210505204000,-2.289.836.111,-4.309.041.667,282
20210505204500,-2.289.836.111,-4.309.041.667,244
20210505205000,-2.289.836.111,-4.309.041.667,303
20210505205500,-2.289.836.111,-4.309.041.667,213
,,,
20210505210000,-2.289.836.111,-4.309.041.667,274
20210505210500,-2.289.836.111,-4.309.041.667,283
20210505211000,-2.289.836.111,-4.309.041.667,260
20210505211500,-2.289.836.111,-4.309.041.667,236
20210505212000,-2.289.836.111,-4.309.041.667,208
20210505212500,-2.289.836.111,-4.309.041.667,193
20210505213000,-2.289.836.111,-4.309.041.667,228
20210505213500,-2.289.836.111,-4.309.041.667,209
20210505214000,-2.289.836.111,-4.309.041.667,232
20210505214500,-2.289.836.111,-4.309.041.667,211
20210505215000,-2.289.836.111,-4.309.041.667,171
20210505215500,-2.289.836.111,-4.309.041.667,167
,,,
20210505220000,-2.289.836.111,-4.309.041.667,233
20210505220500,-2.289.836.111,-4.309.041.667,225
20210505221000,-2.289.836.111,-4.309.041.667,259
20210505221500,-2.289.836.111,-4.309.041.667,210
20210505222000,-2.289.836.111,-4.309.041.667,182
20210505222500,-2.289.836.111,-4.309.041.667,215
20210505223000,-2.289.836.111,-4.309.041.667,238
20210505223500,-2.289.836.111,-4.309.041.667,192
20210505224000,-2.289.836.111,-4.309.041.667,170
20210505224500,-2.289.836.111,-4.309.041.667,208
20210505225000,-2.289.836.111,-4.309.041.667,170
20210505225500,-2.289.836.111,-4.309.041.667,137
,,,
20210505230000,-2.289.836.111,-4.309.041.667,187
20210505230500,-2.289.836.111,-4.309.041.667,186
20210505231000,-2.289.836.111,-4.309.041.667,185
20210505231500,-2.289.836.111,-4.309.041.667,172
20210505232000,-2.289.836.111,-4.309.041.667,142
20210505232500,-2.289.836.111,-4.309.041.667,173
20210505233000,-2.289.836.111,-4.309.041.667,179
20210505233500,-2.289.836.111,-4.309.041.667,133
20210505234000,-2.289.836.111,-4.309.041.667,121
20210505234500,-2.289.836.111,-4.309.041.667,102
20210505235000,-2.289.836.111,-4.309.041.667,52
20210505235500,-2.289.836.111,-4.309.041.667,58
,,,
20210506000000,-2.289.836.111,-4.309.041.667,167
20210506000500,-2.289.836.111,-4.309.041.667,157
20210506001000,-2.289.836.111,-4.309.041.667,131
20210506001500,-2.289.836.111,-4.309.041.667,147
20210506002000,-2.289.836.111,-4.309.041.667,120
20210506002500,-2.289.836.111,-4.309.041.667,116
20210506003000,-2.289.836.111,-4.309.041.667,126
20210506003500,-2.289.836.111,-4.309.041.667,113
20210506004000,-2.289.836.111,-4.309.041.667,118
20210506004500,-2.289.836.111,-4.309.041.667,122
20210506005000,-2.289.836.111,-4.309.041.667,111
20210506005500,-2.289.836.111,-4.309.041.667,97
,,,
20210506010000,-2.289.836.111,-4.309.041.667,131
20210506010500,-2.289.836.111,-4.309.041.667,121
20210506011000,-2.289.836.111,-4.309.041.667,120
20210506011500,-2.289.836.111,-4.309.041.667,121
20210506012000,-2.289.836.111,-4.309.041.667,93
20210506012500,-2.289.836.111,-4.309.041.667,103
20210506013000,-2.289.836.111,-4.309.041.667,122
20210506013500,-2.289.836.111,-4.309.041.667,86
20210506014000,-2.289.836.111,-4.309.041.667,85
20210506014500,-2.289.836.111,-4.309.041.667,88
20210506015000,-2.289.836.111,-4.309.041.667,108
20210506015500,-2.289.836.111,-4.309.041.667,71
,,,
20210506020000,-2.289.836.111,-4.309.041.667,114
20210506020500,-2.289.836.111,-4.309.041.667,106
20210506021000,-2.289.836.111,-4.309.041.667,104
20210506021500,-2.289.836.111,-4.309.041.667,105
20210506022000,-2.289.836.111,-4.309.041.667,105
20210506022500,-2.289.836.111,-4.309.041.667,106
20210506023000,-2.289.836.111,-4.309.041.667,114
20210506023500,-2.289.836.111,-4.309.041.667,86
20210506024000,-2.289.836.111,-4.309.041.667,82
20210506024500,-2.289.836.111,-4.309.041.667,71
20210506025000,-2.289.836.111,-4.309.041.667,104
20210506025500,-2.289.836.111,-4.309.041.667,61
,,,
20210506030000,-2.289.836.111,-4.309.041.667,98
20210506030500,-2.289.836.111,-4.309.041.667,89
20210506031000,-2.289.836.111,-4.309.041.667,106
20210506031500,-2.289.836.111,-4.309.041.667,90
20210506032000,-2.289.836.111,-4.309.041.667,94
20210506032500,-2.289.836.111,-4.309.041.667,95
20210506033000,-2.289.836.111,-4.309.041.667,113
20210506033500,-2.289.836.111,-4.309.041.667,79
20210506034000,-2.289.836.111,-4.309.041.667,81
20210506034500,-2.289.836.111,-4.309.041.667,85
20210506035000,-2.289.836.111,-4.309.041.667,86
20210506035500,-2.289.836.111,-4.309.041.667,61
,,,
20210506040000,-2.289.836.111,-4.309.041.667,94
20210506040500,-2.289.836.111,-4.309.041.667,100
20210506041000,-2.289.836.111,-4.309.041.667,101
20210506041500,-2.289.836.111,-4.309.041.667,101
20210506042000,-2.289.836.111,-4.309.041.667,88
20210506042500,-2.289.836.111,-4.309.041.667,94
20210506043000,-2.289.836.111,-4.309.041.667,118
20210506043500,-2.289.836.111,-4.309.041.667,92
20210506044000,-2.289.836.111,-4.309.041.667,85
20210506044500,-2.289.836.111,-4.309.041.667,76
20210506045000,-2.289.836.111,-4.309.041.667,105
20210506045500,-2.289.836.111,-4.309.041.667,82
,,,
20210506050000,-2.289.836.111,-4.309.041.667,95
20210506050500,-2.289.836.111,-4.309.041.667,102
20210506051000,-2.289.836.111,-4.309.041.667,111
20210506051500,-2.289.836.111,-4.309.041.667,102
20210506052000,-2.289.836.111,-4.309.041.667,100
20210506052500,-2.289.836.111,-4.309.041.667,96
20210506053000,-2.289.836.111,-4.309.041.667,140
20210506053500,-2.289.836.111,-4.309.041.667,105
20210506054000,-2.289.836.111,-4.309.041.667,99
20210506054500,-2.289.836.111,-4.309.041.667,82
20210506055000,-2.289.836.111,-4.309.041.667,96
20210506055500,-2.289.836.111,-4.309.041.667,91
,,,
20210506060000,-2.289.836.111,-4.309.041.667,127
20210506060500,-2.289.836.111,-4.309.041.667,117
20210506061000,-2.289.836.111,-4.309.041.667,140
20210506061500,-2.289.836.111,-4.309.041.667,113
20210506062000,-2.289.836.111,-4.309.041.667,115
20210506062500,-2.289.836.111,-4.309.041.667,121
20210506063000,-2.289.836.111,-4.309.041.667,124
20210506063500,-2.289.836.111,-4.309.041.667,121
20210506064000,-2.289.836.111,-4.309.041.667,81
20210506064500,-2.289.836.111,-4.309.041.667,103
20210506065000,-2.289.836.111,-4.309.041.667,117
20210506065500,-2.289.836.111,-4.309.041.667,113
,,,
20210506070000,-2.289.836.111,-4.309.041.667,137
20210506070500,-2.289.836.111,-4.309.041.667,137
20210506071000,-2.289.836.111,-4.309.041.667,192
20210506071500,-2.289.836.111,-4.309.041.667,167
20210506072000,-2.289.836.111,-4.309.041.667,171
20210506072500,-2.289.836.111,-4.309.041.667,181
20210506073000,-2.289.836.111,-4.309.041.667,368
20210506073500,-2.289.836.111,-4.309.041.667,246
20210506074000,-2.289.836.111,-4.309.041.667,161
20210506074500,-2.289.836.111,-4.309.041.667,186
20210506075000,-2.289.836.111,-4.309.041.667,207
20210506075500,-2.289.836.111,-4.309.041.667,194
,,,
20210506080000,-2.289.836.111,-4.309.041.667,222
20210506080500,-2.289.836.111,-4.309.041.667,205
20210506081000,-2.289.836.111,-4.309.041.667,222
20210506081500,-2.289.836.111,-4.309.041.667,199
20210506082000,-2.289.836.111,-4.309.041.667,241
20210506082500,-2.289.836.111,-4.309.041.667,238
20210506083000,-2.289.836.111,-4.309.041.667,229
20210506083500,-2.289.836.111,-4.309.041.667,241
20210506084000,-2.289.836.111,-4.309.041.667,187
20210506084500,-2.289.836.111,-4.309.041.667,258
20210506085000,-2.289.836.111,-4.309.041.667,201
20210506085500,-2.289.836.111,-4.309.041.667,245
,,,
20210506090000,-2.289.836.111,-4.309.041.667,296
20210506090500,-2.289.836.111,-4.309.041.667,234
20210506091000,-2.289.836.111,-4.309.041.667,218
20210506091500,-2.289.836.111,-4.309.041.667,142
20210506092000,-2.289.836.111,-4.309.041.667,225
20210506092500,-2.289.836.111,-4.309.041.667,214
20210506093000,-2.289.836.111,-4.309.041.667,249
20210506093500,-2.289.836.111,-4.309.041.667,250
20210506094000,-2.289.836.111,-4.309.041.667,203
20210506094500,-2.289.836.111,-4.309.041.667,222
20210506095000,-2.289.836.111,-4.309.041.667,263
20210506095500,-2.289.836.111,-4.309.041.667,231
,,,
20210506100000,-2.289.836.111,-4.309.041.667,335
20210506100500,-2.289.836.111,-4.309.041.667,281
20210506101000,-2.289.836.111,-4.309.041.667,239
20210506101500,-2.289.836.111,-4.309.041.667,204
20210506102000,-2.289.836.111,-4.309.041.667,193
20210506102500,-2.289.836.111,-4.309.041.667,257
20210506103000,-2.289.836.111,-4.309.041.667,203
20210506103500,-2.289.836.111,-4.309.041.667,297
20210506104000,-2.289.836.111,-4.309.041.667,220
20210506104500,-2.289.836.111,-4.309.041.667,255
20210506105000,-2.289.836.111,-4.309.041.667,230
20210506105500,-2.289.836.111,-4.309.041.667,219
,,,
20210506110000,-2.289.836.111,-4.309.041.667,314
20210506110500,-2.289.836.111,-4.309.041.667,260
20210506111000,-2.289.836.111,-4.309.041.667,224
20210506111500,-2.289.836.111,-4.309.041.667,233
20210506112000,-2.289.836.111,-4.309.041.667,247
20210506112500,-2.289.836.111,-4.309.041.667,266
20210506113000,-2.289.836.111,-4.309.041.667,210
20210506113500,-2.289.836.111,-4.309.041.667,244
20210506114000,-2.289.836.111,-4.309.041.667,252
20210506114500,-2.289.836.111,-4.309.041.667,286
20210506115000,-2.289.836.111,-4.309.041.667,241
20210506115500,-2.289.836.111,-4.309.041.667,240
,,,
20210506120000,-2.289.836.111,-4.309.041.667,265
20210506120500,-2.289.836.111,-4.309.041.667,223
20210506121000,-2.289.836.111,-4.309.041.667,243
20210506121500,-2.289.836.111,-4.309.041.667,215
20210506122000,-2.289.836.111,-4.309.041.667,303
20210506122500,-2.289.836.111,-4.309.041.667,327
20210506123000,-2.289.836.111,-4.309.041.667,338
20210506123500,-2.289.836.111,-4.309.041.667,319
20210506124000,-2.289.836.111,-4.309.041.667,241
20210506124500,-2.289.836.111,-4.309.041.667,313
20210506125000,-2.289.836.111,-4.309.041.667,304
20210506125500,-2.289.836.111,-4.309.041.667,295
,,,
20210506130000,-2.289.836.111,-4.309.041.667,334
20210506130500,-2.289.836.111,-4.309.041.667,253
20210506131000,-2.289.836.111,-4.309.041.667,237
20210506131500,-2.289.836.111,-4.309.041.667,182
20210506132000,-2.289.836.111,-4.309.041.667,271
20210506132500,-2.289.836.111,-4.309.041.667,246
20210506133000,-2.289.836.111,-4.309.041.667,216
20210506133500,-2.289.836.111,-4.309.041.667,251
20210506134000,-2.289.836.111,-4.309.041.667,231
20210506134500,-2.289.836.111,-4.309.041.667,232
20210506135000,-2.289.836.111,-4.309.041.667,290
20210506135500,-2.289.836.111,-4.309.041.667,220
,,,
20210506140000,-2.289.836.111,-4.309.041.667,202
20210506140500,-2.289.836.111,-4.309.041.667,151
20210506141000,-2.289.836.111,-4.309.041.667,111
20210506141500,-2.289.836.111,-4.309.041.667,168
20210506142000,-2.289.836.111,-4.309.041.667,228
20210506142500,-2.289.836.111,-4.309.041.667,259
20210506143000,-2.289.836.111,-4.309.041.667,274
20210506143500,-2.289.836.111,-4.309.041.667,274
20210506144000,-2.289.836.111,-4.309.041.667,277
20210506144500,-2.289.836.111,-4.309.041.667,278
20210506145000,-2.289.836.111,-4.309.041.667,283
20210506145500,-2.289.836.111,-4.309.041.667,274
,,,
20210506150000,-2.289.836.111,-4.309.041.667,265
20210506150500,-2.289.836.111,-4.309.041.667,211
20210506151000,-2.289.836.111,-4.309.041.667,242
20210506151500,-2.289.836.111,-4.309.041.667,266
20210506152000,-2.289.836.111,-4.309.041.667,282
20210506152500,-2.289.836.111,-4.309.041.667,231
20210506153000,-2.289.836.111,-4.309.041.667,234
20210506153500,-2.289.836.111,-4.309.041.667,199
20210506154000,-2.289.836.111,-4.309.041.667,251
20210506154500,-2.289.836.111,-4.309.041.667,228
20210506155000,-2.289.836.111,-4.309.041.667,238
20210506155500,-2.289.836.111,-4.309.041.667,213
,,,
20210506160000,-2.289.836.111,-4.309.041.667,291
20210506160500,-2.289.836.111,-4.309.041.667,236
20210506161000,-2.289.836.111,-4.309.041.667,212
20210506161500,-2.289.836.111,-4.309.041.667,212
20210506162000,-2.289.836.111,-4.309.041.667,284
20210506162500,-2.289.836.111,-4.309.041.667,208
20210506163000,-2.289.836.111,-4.309.041.667,242
20210506163500,-2.289.836.111,-4.309.041.667,303
20210506164000,-2.289.836.111,-4.309.041.667,258
20210506164500,-2.289.836.111,-4.309.041.667,251
20210506165000,-2.289.836.111,-4.309.041.667,249
20210506165500,-2.289.836.111,-4.309.041.667,277
,,,
20210506170000,-2.289.836.111,-4.309.041.667,244
20210506170500,-2.289.836.111,-4.309.041.667,245
20210506171000,-2.289.836.111,-4.309.041.667,278
20210506171500,-2.289.836.111,-4.309.041.667,217
20210506172000,-2.289.836.111,-4.309.041.667,200
20210506172500,-2.289.836.111,-4.309.041.667,243
20210506173000,-2.289.836.111,-4.309.041.667,236
20210506173500,-2.289.836.111,-4.309.041.667,242
20210506174000,-2.289.836.111,-4.309.041.667,228
20210506174500,-2.289.836.111,-4.309.041.667,288
20210506175000,-2.289.836.111,-4.309.041.667,244
20210506175500,-2.289.836.111,-4.309.041.667,301
,,,
20210506180000,-2.289.836.111,-4.309.041.667,301
20210506180500,-2.289.836.111,-4.309.041.667,266
20210506181000,-2.289.836.111,-4.309.041.667,299
20210506181500,-2.289.836.111,-4.309.041.667,202
20210506182000,-2.289.836.111,-4.309.041.667,293
20210506182500,-2.289.836.111,-4.309.041.667,296
20210506183000,-2.289.836.111,-4.309.041.667,297
20210506183500,-2.289.836.111,-4.309.041.667,327
20210506184000,-2.289.836.111,-4.309.041.667,250
20210506184500,-2.289.836.111,-4.309.041.667,281
20210506185000,-2.289.836.111,-4.309.041.667,295
20210506185500,-2.289.836.111,-4.309.041.667,274
,,,
20210506190000,-2.289.836.111,-4.309.041.667,301
20210506190500,-2.289.836.111,-4.309.041.667,257
20210506191000,-2.289.836.111,-4.309.041.667,361
20210506191500,-2.289.836.111,-4.309.041.667,253
20210506192000,-2.289.836.111,-4.309.041.667,289
20210506192500,-2.289.836.111,-4.309.041.667,285
20210506193000,-2.289.836.111,-4.309.041.667,258
20210506193500,-2.289.836.111,-4.309.041.667,273
20210506194000,-2.289.836.111,-4.309.041.667,297
20210506194500,-2.289.836.111,-4.309.041.667,291
20210506195000,-2.289.836.111,-4.309.041.667,288
20210506195500,-2.289.836.111,-4.309.041.667,283
,,,
20210506200000,-2.289.836.111,-4.309.041.667,260
20210506200500,-2.289.836.111,-4.309.041.667,257
20210506201000,-2.289.836.111,-4.309.041.667,304
20210506201500,-2.289.836.111,-4.309.041.667,249
20210506202000,-2.289.836.111,-4.309.041.667,270
20210506202500,-2.289.836.111,-4.309.041.667,275
20210506203000,-2.289.836.111,-4.309.041.667,230
20210506203500,-2.289.836.111,-4.309.041.667,197
20210506204000,-2.289.836.111,-4.309.041.667,197
20210506204500,-2.289.836.111,-4.309.041.667,245
20210506205000,-2.289.836.111,-4.309.041.667,265
20210506205500,-2.289.836.111,-4.309.041.667,256
,,,
20210506210000,-2.289.836.111,-4.309.041.667,305
20210506210500,-2.289.836.111,-4.309.041.667,249
20210506211000,-2.289.836.111,-4.309.041.667,304
20210506211500,-2.289.836.111,-4.309.041.667,258
20210506212000,-2.289.836.111,-4.309.041.667,270
20210506212500,-2.289.836.111,-4.309.041.667,278
20210506213000,-2.289.836.111,-4.309.041.667,245
20210506213500,-2.289.836.111,-4.309.041.667,220
20210506214000,-2.289.836.111,-4.309.041.667,206
20210506214500,-2.289.836.111,-4.309.041.667,219
20210506215000,-2.289.836.111,-4.309.041.667,226
20210506215500,-2.289.836.111,-4.309.041.667,230
,,,
20210506220000,-2.289.836.111,-4.309.041.667,227
20210506220500,-2.289.836.111,-4.309.041.667,206
20210506221000,-2.289.836.111,-4.309.041.667,195
20210506221500,-2.289.836.111,-4.309.041.667,202
20210506222000,-2.289.836.111,-4.309.041.667,228
20210506222500,-2.289.836.111,-4.309.041.667,193
20210506223000,-2.289.836.111,-4.309.041.667,199
20210506223500,-2.289.836.111,-4.309.041.667,225
20210506224000,-2.289.836.111,-4.309.041.667,163
20210506224500,-2.289.836.111,-4.309.041.667,192
20210506225000,-2.289.836.111,-4.309.041.667,215
20210506225500,-2.289.836.111,-4.309.041.667,187
,,,
20210506230000,-2.289.836.111,-4.309.041.667,208
20210506230500,-2.289.836.111,-4.309.041.667,213
20210506231000,-2.289.836.111,-4.309.041.667,204
20210506231500,-2.289.836.111,-4.309.041.667,161
20210506232000,-2.289.836.111,-4.309.041.667,185
20210506232500,-2.289.836.111,-4.309.041.667,165
20210506233000,-2.289.836.111,-4.309.041.667,141
20210506233500,-2.289.836.111,-4.309.041.667,210
20210506234000,-2.289.836.111,-4.309.041.667,117
20210506234500,-2.289.836.111,-4.309.041.667,111
20210506235000,-2.289.836.111,-4.309.041.667,58
20210506235500,-2.289.836.111,-4.309.041.667,82
,,,
20210507000000,-2.289.836.111,-4.309.041.667,169
20210507000500,-2.289.836.111,-4.309.041.667,147
20210507001000,-2.289.836.111,-4.309.041.667,175
20210507001500,-2.289.836.111,-4.309.041.667,134
20210507002000,-2.289.836.111,-4.309.041.667,156
20210507002500,-2.289.836.111,-4.309.041.667,135
20210507003000,-2.289.836.111,-4.309.041.667,130
20210507003500,-2.289.836.111,-4.309.041.667,139
20210507004000,-2.289.836.111,-4.309.041.667,100
20210507004500,-2.289.836.111,-4.309.041.667,122
20210507005000,-2.289.836.111,-4.309.041.667,162
20210507005500,-2.289.836.111,-4.309.041.667,139
,,,
20210507010000,-2.289.836.111,-4.309.041.667,145
20210507010500,-2.289.836.111,-4.309.041.667,124
20210507011000,-2.289.836.111,-4.309.041.667,139
20210507011500,-2.289.836.111,-4.309.041.667,118
20210507012000,-2.289.836.111,-4.309.041.667,129
20210507012500,-2.289.836.111,-4.309.041.667,109
20210507013000,-2.289.836.111,-4.309.041.667,108
20210507013500,-2.289.836.111,-4.309.041.667,120
20210507014000,-2.289.836.111,-4.309.041.667,81
20210507014500,-2.289.836.111,-4.309.041.667,107
20210507015000,-2.289.836.111,-4.309.041.667,148
20210507015500,-2.289.836.111,-4.309.041.667,104
,,,
20210507020000,-2.289.836.111,-4.309.041.667,126
20210507020500,-2.289.836.111,-4.309.041.667,93
20210507021000,-2.289.836.111,-4.309.041.667,136
20210507021500,-2.289.836.111,-4.309.041.667,98
20210507022000,-2.289.836.111,-4.309.041.667,121
20210507022500,-2.289.836.111,-4.309.041.667,106
20210507023000,-2.289.836.111,-4.309.041.667,98
20210507023500,-2.289.836.111,-4.309.041.667,95
20210507024000,-2.289.836.111,-4.309.041.667,85
20210507024500,-2.289.836.111,-4.309.041.667,90
20210507025000,-2.289.836.111,-4.309.041.667,156
20210507025500,-2.289.836.111,-4.309.041.667,98
,,,
20210507030000,-2.289.836.111,-4.309.041.667,115
20210507030500,-2.289.836.111,-4.309.041.667,85
20210507031000,-2.289.836.111,-4.309.041.667,120
20210507031500,-2.289.836.111,-4.309.041.667,83
20210507032000,-2.289.836.111,-4.309.041.667,108
20210507032500,-2.289.836.111,-4.309.041.667,81
20210507033000,-2.289.836.111,-4.309.041.667,73
20210507033500,-2.289.836.111,-4.309.041.667,106
20210507034000,-2.289.836.111,-4.309.041.667,61
20210507034500,-2.289.836.111,-4.309.041.667,76
20210507035000,-2.289.836.111,-4.309.041.667,132
20210507035500,-2.289.836.111,-4.309.041.667,80
,,,
20210507040000,-2.289.836.111,-4.309.041.667,104
20210507040500,-2.289.836.111,-4.309.041.667,79
20210507041000,-2.289.836.111,-4.309.041.667,118
20210507041500,-2.289.836.111,-4.309.041.667,98
20210507042000,-2.289.836.111,-4.309.041.667,100
20210507042500,-2.289.836.111,-4.309.041.667,88
20210507043000,-2.289.836.111,-4.309.041.667,79
20210507043500,-2.289.836.111,-4.309.041.667,101
20210507044000,-2.289.836.111,-4.309.041.667,80
20210507044500,-2.289.836.111,-4.309.041.667,80
20210507045000,-2.289.836.111,-4.309.041.667,145
20210507045500,-2.289.836.111,-4.309.041.667,78
,,,
20210507050000,-2.289.836.111,-4.309.041.667,98
20210507050500,-2.289.836.111,-4.309.041.667,106
20210507051000,-2.289.836.111,-4.309.041.667,120
20210507051500,-2.289.836.111,-4.309.041.667,111
20210507052000,-2.289.836.111,-4.309.041.667,105
20210507052500,-2.289.836.111,-4.309.041.667,78
20210507053000,-2.289.836.111,-4.309.041.667,80
20210507053500,-2.289.836.111,-4.309.041.667,107
20210507054000,-2.289.836.111,-4.309.041.667,87
20210507054500,-2.289.836.111,-4.309.041.667,92
20210507055000,-2.289.836.111,-4.309.041.667,164
20210507055500,-2.289.836.111,-4.309.041.667,85
,,,
20210507060000,-2.289.836.111,-4.309.041.667,136
20210507060500,-2.289.836.111,-4.309.041.667,128
20210507061000,-2.289.836.111,-4.309.041.667,144
20210507061500,-2.289.836.111,-4.309.041.667,126
20210507062000,-2.289.836.111,-4.309.041.667,141
20210507062500,-2.289.836.111,-4.309.041.667,126
20210507063000,-2.289.836.111,-4.309.041.667,125
20210507063500,-2.289.836.111,-4.309.041.667,173
20210507064000,-2.289.836.111,-4.309.041.667,108
20210507064500,-2.289.836.111,-4.309.041.667,112
20210507065000,-2.289.836.111,-4.309.041.667,223
20210507065500,-2.289.836.111,-4.309.041.667,130
,,,
20210507070000,-2.289.836.111,-4.309.041.667,176
20210507070500,-2.289.836.111,-4.309.041.667,223
20210507071000,-2.289.836.111,-4.309.041.667,160
20210507071500,-2.289.836.111,-4.309.041.667,178
20210507072000,-2.289.836.111,-4.309.041.667,144
20210507072500,-2.289.836.111,-4.309.041.667,210
20210507073000,-2.289.836.111,-4.309.041.667,193
20210507073500,-2.289.836.111,-4.309.041.667,210
20210507074000,-2.289.836.111,-4.309.041.667,164
20210507074500,-2.289.836.111,-4.309.041.667,150
20210507075000,-2.289.836.111,-4.309.041.667,221
20210507075500,-2.289.836.111,-4.309.041.667,160
,,,
20210507080000,-2.289.836.111,-4.309.041.667,202
20210507080500,-2.289.836.111,-4.309.041.667,250
20210507081000,-2.289.836.111,-4.309.041.667,234
20210507081500,-2.289.836.111,-4.309.041.667,230
20210507082000,-2.289.836.111,-4.309.041.667,212
20210507082500,-2.289.836.111,-4.309.041.667,203
20210507083000,-2.289.836.111,-4.309.041.667,185
20210507083500,-2.289.836.111,-4.309.041.667,235
20210507084000,-2.289.836.111,-4.309.041.667,223
20210507084500,-2.289.836.111,-4.309.041.667,201
20210507085000,-2.289.836.111,-4.309.041.667,267
20210507085500,-2.289.836.111,-4.309.041.667,201
,,,
20210507090000,-2.289.836.111,-4.309.041.667,224
20210507090500,-2.289.836.111,-4.309.041.667,300
20210507091000,-2.289.836.111,-4.309.041.667,286
20210507091500,-2.289.836.111,-4.309.041.667,221
20210507092000,-2.289.836.111,-4.309.041.667,258
20210507092500,-2.289.836.111,-4.309.041.667,263
20210507093000,-2.289.836.111,-4.309.041.667,268
20210507093500,-2.289.836.111,-4.309.041.667,317
20210507094000,-2.289.836.111,-4.309.041.667,263
20210507094500,-2.289.836.111,-4.309.041.667,227
20210507095000,-2.289.836.111,-4.309.041.667,246
20210507095500,-2.289.836.111,-4.309.041.667,266
,,,
20210507100000,-2.289.836.111,-4.309.041.667,259
20210507100500,-2.289.836.111,-4.309.041.667,285
20210507101000,-2.289.836.111,-4.309.041.667,304
20210507101500,-2.289.836.111,-4.309.041.667,270
20210507102000,-2.289.836.111,-4.309.041.667,283
20210507102500,-2.289.836.111,-4.309.041.667,286
20210507103000,-2.289.836.111,-4.309.041.667,222
20210507103500,-2.289.836.111,-4.309.041.667,247
20210507104000,-2.289.836.111,-4.309.041.667,240
20210507104500,-2.289.836.111,-4.309.041.667,346
20210507105000,-2.289.836.111,-4.309.041.667,269
20210507105500,-2.289.836.111,-4.309.041.667,288
,,,
20210507110000,-2.289.836.111,-4.309.041.667,242
20210507110500,-2.289.836.111,-4.309.041.667,348
20210507111000,-2.289.836.111,-4.309.041.667,336
20210507111500,-2.289.836.111,-4.309.041.667,333
20210507112000,-2.289.836.111,-4.309.041.667,279
20210507112500,-2.289.836.111,-4.309.041.667,340
20210507113000,-2.289.836.111,-4.309.041.667,298
20210507113500,-2.289.836.111,-4.309.041.667,303
20210507114000,-2.289.836.111,-4.309.041.667,260
20210507114500,-2.289.836.111,-4.309.041.667,303
20210507115000,-2.289.836.111,-4.309.041.667,304
20210507115500,-2.289.836.111,-4.309.041.667,313
,,,
20210507120000,-2.289.836.111,-4.309.041.667,292
20210507120500,-2.289.836.111,-4.309.041.667,272
20210507121000,-2.289.836.111,-4.309.041.667,247
20210507121500,-2.289.836.111,-4.309.041.667,260
20210507122000,-2.289.836.111,-4.309.041.667,274
20210507122500,-2.289.836.111,-4.309.041.667,271
20210507123000,-2.289.836.111,-4.309.041.667,278
20210507123500,-2.289.836.111,-4.309.041.667,309
20210507124000,-2.289.836.111,-4.309.041.667,265
20210507124500,-2.289.836.111,-4.309.041.667,240
20210507125000,-2.289.836.111,-4.309.041.667,313
20210507125500,-2.289.836.111,-4.309.041.667,255
,,,
20210507130000,-2.289.836.111,-4.309.041.667,254
20210507130500,-2.289.836.111,-4.309.041.667,320
